yhat,yhat_lower,yhat_upper,year
0.12287178770455,0.08348609013931689,0.15846908616456115,1961
0.12229824739979168,0.08294495678928976,0.15887843461722193,1962
0.12172470709503337,0.083491743588033,0.162545573748603,1963
0.12115116679024746,0.08349113324051849,0.16076512445011923,1964
0.12057605514203927,0.084094211821079,0.15950073729361267,1965
0.12000251483713216,0.08124897626998073,0.15749796191814616,1966
0.11942897453204852,0.08403331150099956,0.15641766638820073,1967
0.11885543422696486,0.08033608058757502,0.15780078238495035,1968
0.11828032257833901,0.0773423275187345,0.1564135224082382,1969
0.11770678227289423,0.07957931056683322,0.15865482387836988,1970
0.11713324196744945,0.07903531109860205,0.15670311803004516,1971
0.11655970166186629,0.0766386356596957,0.15498848954721442,1972
0.11598459001298014,0.07745560961607852,0.15847285341013245,1973
0.11541104267803357,0.07654916276972058,0.15452382210606053,1974
0.11483749534264692,0.07399137479061108,0.1523235152059238,1975
0.11426394800726027,0.07767112467473317,0.15045135571490575,1976
0.11368882930914397,0.07719418433701745,0.1515492876401267,1977
0.11311528197359078,0.07349254381220474,0.15112586740033818,1978
0.11254173339714282,0.07500354123854733,0.14998165529097499,1979
0.11196818482066428,0.07401702935366879,0.15160341656068962,1980
0.11139306487822279,0.07228291538996748,0.14820230588056835,1981
0.11081951630157218,0.07257225675507262,0.14802862569092845,1982
0.11024596772492157,0.0709848169141107,0.14594011111097596,1983
0.10967241914815638,0.06931047226203028,0.14424808925981777,1984
0.10909729920542749,0.06810776632562754,0.1476737255260754,1985
0.10852375062859271,0.0704752613678988,0.14732460438813183,1986
0.10795020205163385,0.06936497774993376,0.14414496956182993,1987
0.10737665347467498,0.0706060523113128,0.14614073361989247,1988
0.10680153353186819,0.06857990382374378,0.1466951897082161,1989
0.10622798495502538,0.06829684737693549,0.14394887441406318,1990
0.10565443637827437,0.06504343504104905,0.1429857646974757,1991
0.1050808878015413,0.06715982176962043,0.1439302219572771,1992
0.1045057678588446,0.06655572204475518,0.1417645630891327,1993
0.10393221928210543,0.0667395295953744,0.14281667279955568,1994
0.10335867070536625,0.06549537718604677,0.1420539116167342,1995
0.10278512212876993,0.06403750773231859,0.13789970372256594,1996
0.10221000218630337,0.06320030730389571,0.13933017629008226,1997
0.10163645360979982,0.06183909839878028,0.13807680323500773,1998
0.10106290503316902,0.06553172252411377,0.13863055532598398,1999
0.10048935645653821,0.06180276972451019,0.14132803640925326,2000
0.09991423651396657,0.059495138330483754,0.13627385474592907,2001
0.09934068793747415,0.062403114623274254,0.13788816214185168,2002
0.09876713936098172,0.059801308301499344,0.13390951275844482,2003
0.0981935907845527,0.05905726378941357,0.13793120750355917,2004
0.09761847084216087,0.059690429950677186,0.1379206836417446,2005
0.09704492226573184,0.05766565756136519,0.13248080221090583,2006
0.09647137368930284,0.059190197238795234,0.13437736652216106,2007
0.09589782511287381,0.05863008520984696,0.13449162167220496,2008
0.09532270517048198,0.05735799821584985,0.13431863954188084,2009
0.09474915659405295,0.059872819998939855,0.13324946072299101,2010
0.09417560801762394,0.054927216107591846,0.1316121938855195,2011
0.09360205944119492,0.05524866243810371,0.13107834346768993,2012
0.09302693949880309,0.055179660865379405,0.1320874208888283,2013
0.09245339092237406,0.055071412795672625,0.13031324386351026,2014
0.09130786513547885,0.05329371708479832,0.12821730955035093,2015
0.09073274519308701,0.05080261505143455,0.1300186009786548,2016
0.090159196616658,0.052461744202493825,0.1304350875005373,2017
0.08958564804022898,0.05384196717697438,0.1265146504357471,2018
0.08901209946379997,0.050908070620869654,0.12726972080171786,2019
0.08843697952140814,0.047834882375291626,0.12460274516484861,2020
0.08786343094497912,0.04964539853815029,0.12425723829831434,2021
0.08728988236855009,0.049582764443456016,0.12502082583489177,2022
0.08671633379212108,0.04693293538449128,0.12363475240699841,2023
