yhat,yhat_lower,yhat_upper,year
1.2812226648314,1.0912416074238387,1.459336110800325,1961
1.2965486880405102,1.1100274003293846,1.4746558660995213,1962
1.31187471124962,1.1285870688594417,1.5057490053806861,1963
1.3272007344394172,1.137225824988857,1.5175419267442405,1964
1.342568746716197,1.1572674295429144,1.5309447474782356,1965
1.3578947698883959,1.18094347524525,1.5446069258321253,1966
1.373220793064778,1.1749648628708258,1.555144031512111,1967
1.3885468162411598,1.2092074644110147,1.5779597225604578,1968
1.4039148285431886,1.229109017395919,1.5981002772503574,1969
1.419240851741336,1.2406184644104703,1.612005305006692,1970
1.434566874939483,1.241069777819054,1.6115989626714995,1971
1.4498928979479462,1.2554029631455572,1.642073251817659,1972
1.465260910060542,1.2861081732100244,1.65297501275034,1973
1.48057906158789,1.2976483436218382,1.6607070459937914,1974
1.4958940362227462,1.3135156801338144,1.6929581993114278,1975
1.5112090108576022,1.3333570653879763,1.7010600873022712,1976
1.5265621663616777,1.3460388700471506,1.7234401684348675,1977
1.541873373353447,1.3447267828212928,1.7265158588217553,1978
1.557112883975846,1.380557911124727,1.7431879455373314,1979
1.5723280468450622,1.3986747904542087,1.7657872093634936,1980
1.5875848950920024,1.4062289335956109,1.777604203095089,1981
1.6027812541827773,1.4206838359838563,1.7955496348822038,1982
1.617977613273552,1.4200018879705294,1.801071953765175,1983
1.6195882743440788,1.4254715734198062,1.8029529867404852,1984
1.6212033481846622,1.420551465735058,1.801565426175858,1985
1.6227906695078034,1.4415215196673572,1.7983337310451915,1986
1.6243598672973734,1.4394166399949326,1.8027586961452393,1987
1.6259290650869436,1.427640215001059,1.8208957588647818,1988
1.6274960891412675,1.4455905215441716,1.8031947099495487,1989
1.6290588317091046,1.4483603289882472,1.798236951110982,1990
1.6306206256444804,1.4484037767463804,1.8137358277677242,1991
1.6321783252729507,1.4410611490845346,1.8249630318384933,1992
1.6337402925716362,1.4392321520630904,1.8130979825474964,1993
1.635296922714375,1.447045118546334,1.802450126532626,1994
1.6368535528571142,1.4319440789183986,1.8240548619798156,1995
1.6384101591256464,1.4522898244436626,1.8257821895732356,1996
1.639971030048236,1.4508177899842207,1.823017493407045,1997
1.6415276362961733,1.454777439659377,1.8322191524895386,1998
1.6430842425582235,1.4688179639888048,1.8220795324471473,1999
1.6446408488202737,1.444074032730478,1.8172093794086415,2000
1.6462017197358354,1.4665553464870829,1.8287736458850212,2001
1.6477583259883195,1.4562977355486042,1.8177707411687074,2002
1.6493149322408038,1.4627713784371168,1.8451102107306163,2003
1.6508715384827495,1.4668137864374748,1.8388315008699958,2004
1.6524324093993303,1.4744988904521086,1.8334526987701039,2005
1.653989015641276,1.4598707708345449,1.8392514875689354,2006
1.6555456218832214,1.481085440472117,1.833997470141228,2007
1.657102228125167,1.4575555362597163,1.8429770449342757,2008
1.6586630990417477,1.4679403862947686,1.8496403922278724,2009
1.6602197052836933,1.4719317725584715,1.8535409351190155,2010
1.6617763115256388,1.4743093314461282,1.8388782270127775,2011
1.6633329177675842,1.475697973477944,1.8420708475428402,2012
1.6648937886841653,1.46505713372825,1.8419317988626438,2013
1.6664503949261107,1.4816782975349332,1.8535551353083846,2014
1.6695593427353663,1.48373217207717,1.8552556874545256,2015
1.6711202136519474,1.4946231628455033,1.865860372981008,2016
1.6726768198938928,1.4682631465702662,1.8614177334296054,2017
1.6742334261358383,1.4979279582229301,1.8625537480293672,2018
1.675790032377784,1.4860174687413583,1.8698338010922728,2019
1.6773509032943648,1.4821946626927756,1.8625512121680423,2020
1.6789075095363102,1.4912597092199282,1.867994341826251,2021
1.6804641157782556,1.4908378740948338,1.8809663475219078,2022
1.682020722020201,1.481634081489528,1.8584623752843594,2023
