yhat,yhat_lower,yhat_upper,year
0.5668309144751,0.41794276921106305,0.7147883895427508,1961
0.5879741756252358,0.4407689387798473,0.7361094890626756,1962
0.6091174367753717,0.46109292494358683,0.7418474832962931,1963
0.6302606982151173,0.49102922074989613,0.7831893123562367,1964
0.6514618861157223,0.5034417002031423,0.8016346230082503,1965
0.6726051472734296,0.5167040393722045,0.8149726150253095,1966
0.6937484084174216,0.5475046224516764,0.8432947718980018,1967
0.7148916695614136,0.5721389437803932,0.8716989530618786,1968
0.7360962493672932,0.5852180507307585,0.8851965341519084,1969
0.757247363437137,0.6076949312788443,0.9035390065182648,1970
0.7783984775069811,0.6272677469598723,0.9239290559672044,1971
0.7995709059499437,0.6519440147103414,0.9423253928885839,1972
0.8208013410461747,0.6809195246177259,0.972458186884458,1973
0.8419858868296655,0.6944182561750082,0.9867792006662224,1974
0.8759378280040165,0.7208446860171419,1.0128097731457213,1975
0.9098897691783676,0.7641334267056086,1.0583734404185459,1976
0.9439640236230293,0.7928604974711638,1.0901656137636064,1977
0.9779451790118315,0.824558518855477,1.1199063110681144,1978
1.0119324863046952,0.8641962207341009,1.1543637624025562,1979
1.0459315631017134,0.893321981133596,1.1949661554905873,1980
1.0800237880543402,0.9354098835675789,1.2251121852466713,1981
1.1140433000475005,0.9689088637799396,1.2653667996866926,1982
1.148062812040661,0.996997309592372,1.3048057205717902,1983
1.1821014393644615,1.034040568385934,1.3395862577646651,1984
1.2162333232014777,1.0688336488028185,1.360660441384679,1985
1.2502788201028392,1.1061923632227872,1.4021163324171209,1986
1.2843370377490182,1.145702411568061,1.4351632766585338,1987
1.3183952553951974,1.1725485972638796,1.4658310521776678,1988
1.3525551656068304,1.2101800744085949,1.4972469054293993,1989
1.3866217427304535,1.235078662697912,1.5329644995495675,1990
1.4207354692608885,1.2683245169738204,1.5798718315910174,1991
1.4592875376345253,1.3085207576268223,1.6051088699121867,1992
1.497945228113296,1.349223900675534,1.6415584963900676,1993
1.5405273133590127,1.3979213671088146,1.68287658791295,1994
1.5831093986047289,1.4331194932718925,1.7302055032361585,1995
1.6257222953194683,1.476252387816667,1.765685654053244,1996
1.6684670274583981,1.5156005058523332,1.8234573518369515,1997
1.711094970711703,1.5681077171993612,1.8653577053197108,1998
1.75372714591286,1.5976600704872368,1.8992367994445338,1999
1.7963593211140176,1.6436501471713965,1.9514089791605407,2000
1.8391082970679438,1.686868986900735,1.982400666450494,2001
1.8817404723403919,1.730580314488399,2.0288962406894053,2002
1.9243726476128407,1.782472531445436,2.073970404551864,2003
1.9670048225347132,1.808130238288393,2.11012226805707,2004
2.009753797935824,1.8614167461261482,2.1514102946447977,2005
2.0523859728576967,1.885194531512387,2.207540228672338,2006
2.095018147779569,1.9476298689191132,2.237618665450008,2007
2.137650322701442,1.9889923787712658,2.2852274115540703,2008
2.180399298102553,2.0287876450200906,2.324983036709152,2009
2.223031473024425,2.077752913453306,2.3816348642075793,2010
2.2656636479462984,2.107019588875382,2.4010203267186347,2011
2.3082958228681707,2.1545542847900485,2.454827168009717,2012
2.3510447982692817,2.208691532422249,2.500328883818576,2013
2.3936769731911545,2.2470531331977766,2.544337561862606,2014
2.4788245225556613,2.335513989925591,2.6291733489856943,2015
2.5215734979567723,2.375993495240523,2.6666800121869736,2016
2.564205672878645,2.4112210707481494,2.7149507245706284,2017
2.606837847800518,2.460654941508523,2.759848981759066,2018
2.6494700227223906,2.496545693394455,2.7914489414490435,2019
2.6922189981235016,2.534394415491288,2.8496414269812167,2020
2.734851173045374,2.5964402326112657,2.881046119610749,2021
2.7774833479672467,2.6315975368217206,2.929788997345403,2022
2.8201155228891195,2.664719981277855,2.968865240451016,2023
