yhat,yhat_lower,yhat_upper,year
6.900520655,6.900520645783,6.90052066287835,1961
6.900520655,6.900520646213436,6.90052066374361,1962
6.900520655,6.9005206459691415,6.900520663755928,1963
6.900520655,6.900520646070734,6.900520663992035,1964
6.900520655,6.900520646103193,6.90052066388371,1965
6.900520655,6.900520646426679,6.90052066437628,1966
6.900520655,6.900520646414206,6.900520664239552,1967
6.900520655,6.90052064608791,6.900520663467231,1968
6.900520655,6.900520646367342,6.900520663753675,1969
6.900520655,6.900520646103178,6.900520663884416,1970
6.900520655,6.900520646743071,6.900520664396774,1971
6.900520655,6.90052064617622,6.9005206643066686,1972
6.900520655,6.900520645948489,6.900520663666659,1973
6.900520655,6.900520646339848,6.900520663813636,1974
6.900520655,6.9005206466871805,6.900520664169409,1975
6.900520655,6.900520645469909,6.900520663221524,1976
6.900520655,6.900520646486722,6.900520663746131,1977
6.900520655,6.900520646092725,6.900520663444967,1978
6.900520655,6.900520646437167,6.900520663589391,1979
6.900520655,6.9005206454329295,6.900520663956093,1980
6.900520655,6.9005206455637,6.9005206644307515,1981
6.900520655,6.900520646064369,6.900520663878178,1982
6.900520655,6.900520646545556,6.900520663256774,1983
6.900520655,6.900520645985542,6.900520663920833,1984
6.900520655,6.900520645985904,6.900520663876413,1985
6.900520655,6.900520646168914,6.900520663888063,1986
6.900520655,6.900520646035632,6.900520664207696,1987
6.900520655,6.900520645694143,6.9005206631954685,1988
6.900520655,6.900520645185792,6.900520664357397,1989
6.900520655,6.900520646036676,6.900520664444545,1990
6.900520655,6.900520646235853,6.900520663551954,1991
6.900520655,6.900520645574439,6.900520663482977,1992
6.900520655,6.9005206463558455,6.900520664069181,1993
6.900520655,6.900520646584555,6.900520663995135,1994
6.900520655,6.900520646608908,6.900520663786197,1995
6.900520655,6.900520646321134,6.900520663764415,1996
6.900520655,6.900520646547795,6.900520664068788,1997
6.900520655,6.900520645850717,6.900520664148258,1998
6.900520655,6.9005206469251625,6.900520664031284,1999
6.900520655,6.900520646758063,6.900520663620993,2000
6.900520655,6.900520645756824,6.900520663987002,2001
6.900520655,6.900520645656991,6.900520663855597,2002
6.900520655,6.900520646360092,6.900520663995766,2003
6.900520655,6.900520646363032,6.9005206640312196,2004
6.900520655,6.900520646415911,6.900520663838856,2005
6.900520655,6.900520646740201,6.900520663758051,2006
6.900520655,6.900520646335182,6.900520663030469,2007
6.900520655,6.900520646079669,6.90052066399449,2008
6.900520655,6.900520645831994,6.900520664176378,2009
6.900520655,6.900520646103129,6.900520663670767,2010
6.900520655,6.9005206461520485,6.900520663473817,2011
6.900520655,6.900520645952382,6.900520663409686,2012
6.900520655,6.900520646025442,6.900520663576494,2013
6.900520655,6.900520646480536,6.9005206641682335,2014
6.900520655,6.900520646064527,6.900520664443552,2015
6.900520655,6.900520645392822,6.9005206649370034,2016
6.900520655,6.900520644619079,6.900520666470133,2017
6.900520655,6.9005206418893215,6.900520667678652,2018
6.900520655,6.900520639610411,6.9005206712031475,2019
6.900520655,6.900520637581879,6.900520673661212,2020
6.900520655,6.900520633833453,6.900520676874005,2021
6.900520655,6.900520629447523,6.900520681033187,2022
6.900520655,6.900520624296936,6.900520683566145,2023
