feature,importance,importance_pct
d_Percapita GDP (2010 USD)_EFImportsPerCap,0.0010232466833981855,0.10232466833981854
grazing_land_EFExportsPerCap,0.0010044385754271008,0.10044385754271008
d_carbon_EFExportsPerCap,0.0009752538464263789,0.0975253846426379
total_EFImportsPerCap_lag1,0.0009659648479537367,0.09659648479537367
total_EFExportsTotGHA_lag1,0.0009301287694755687,0.09301287694755686
total_BiocapPerCap,0.0008866106250269355,0.08866106250269355
forest_land_EFExportsTotGHA_lag1,0.0008793631719918034,0.08793631719918034
fishing_ground_BiocapTotGHA_lag1,0.0008709729037405273,0.08709729037405273
d_total_EFProdTotGHA,0.0008440097442156762,0.08440097442156762
d_grazing_land_EFExportsTotGHA,0.0008366635025238558,0.08366635025238559
d_total_EFProdPerCap,0.0008349858990716734,0.08349858990716734
carbon_EFImportsTotGHA_lag1,0.0007956325434599392,0.07956325434599391
grazing_land_EFExportsPerCap_lag1,0.0007935368892943965,0.07935368892943966
total_BiocapTotGHA_lag1,0.0007735039492256278,0.07735039492256278
d_Percapita GDP (2010 USD)_EFProdPerCap,0.000758276403625859,0.0758276403625859
total_EFProdTotGHA,0.0007394139864033129,0.0739413986403313
forest_land_EFConsPerCap_lag1,0.0007358919281998425,0.07358919281998426
d_renew_pct,0.0007233236028768421,0.07233236028768421
fishing_ground_EFExportsPerCap,0.0007225286079411981,0.07225286079411981
forest_land_BiocapPerCap,0.0007044023201997145,0.07044023201997145
population_EFExportsPerCap_lag1,0.0006843053728051807,0.06843053728051807
crop_land_EFConsPerCap_lag1,0.0006744134253856325,0.06744134253856325
forest_land_BiocapPerCap_lag1,0.0006717784864966703,0.06717784864966703
total_EFConsTotGHA,0.0006717680500919121,0.06717680500919121
forest_land_EFExportsPerCap,0.0006594426572663438,0.06594426572663438
fishing_ground_EFProdPerCap,0.0006507619983944589,0.06507619983944589
fishing_ground_BiocapTotGHA,0.0006438671578003592,0.06438671578003592
total_EFProdTotGHA_lag1,0.0006303548394674947,0.06303548394674947
d_total_EFConsPerCap,0.0006271030015291127,0.06271030015291128
d_crop_land_EFImportsTotGHA,0.0006205757994150238,0.062057579941502385
crop_land_EFImportsTotGHA,0.0005837013768310663,0.05837013768310663
fishing_ground_EFImportsTotGHA,0.0005716664054416669,0.05716664054416669
d_fishing_ground_EFExportsTotGHA,0.000565936336265048,0.0565936336265048
grazing_land_EFProdTotGHA,0.0005613251336589309,0.056132513365893096
crop_land_EFConsPerCap,0.0005593601940580952,0.055936019405809514
grazing_land_BiocapTotGHA,0.0005555191695508429,0.05555191695508428
population_EFConsPerCap_lag1,0.000542614141177854,0.0542614141177854
population_EFExportsTotGHA,0.0005372015396802956,0.053720153968029566
forest_land_BiocapTotGHA,0.0005252196899069068,0.052521968990690684
grazing_land_BiocapPerCap,0.0005081528954541081,0.05081528954541081
carbon_EFExportsTotGHA_lag1,0.000498993408413479,0.0498993408413479
d_population_EFProdPerCap,0.000497310682660882,0.049731068266088196
population_BiocapPerCap_lag1,0.0004961322063053464,0.049613220630534645
built_up_land_EFProdTotGHA,0.0004927665668094565,0.04927665668094565
crop_land_EFExportsTotGHA_lag1,0.0004919731511263657,0.04919731511263657
d_population_EFConsTotGHA,0.0004898685162305729,0.04898685162305729
d_total_EFExportsTotGHA,0.0004883325182767845,0.04883325182767845
forest_land_EFProdPerCap_lag1,0.00047833561861990626,0.04783356186199063
fishing_ground_EFImportsPerCap_lag1,0.0004705956619941199,0.04705956619941199
d_population_EFImportsTotGHA,0.0004632221383486657,0.04632221383486657
built_up_land_EFConsTotGHA_lag1,0.00046034018459650437,0.04603401845965044
crop_land_EFConsTotGHA,0.00045643263121226366,0.045643263121226366
d_population_BiocapPerCap,0.00045569519066979825,0.04556951906697983
d_Percapita GDP (2010 USD)_EFConsTotGHA,0.0004552348138709827,0.04552348138709827
protected_pct_lag1,0.00045288917616484367,0.04528891761648437
total_EFImportsTotGHA,0.0004494509430734715,0.044945094307347146
d_total_EFImportsPerCap,0.00042338603995139683,0.04233860399513968
d_crop_land_EFProdTotGHA,0.00042119853495254625,0.04211985349525463
d_carbon_EFExportsTotGHA,0.00041644407369849167,0.041644407369849167
forest_land_EFProdPerCap,0.0004078381028373461,0.04078381028373461
population_EFProdTotGHA,0.00039922332312185754,0.039922332312185754
population_EFImportsTotGHA,0.0003982957310005422,0.03982957310005422
crop_land_EFConsTotGHA_lag1,0.00039045361648248406,0.03904536164824841
grazing_land_EFImportsTotGHA_lag1,0.00038576591171355246,0.03857659117135524
d_grazing_land_EFImportsTotGHA,0.00037777862618686045,0.03777786261868604
grazing_land_EFConsTotGHA_lag1,0.00037763810261943174,0.03776381026194318
fishing_ground_EFConsPerCap_lag1,0.00037734823688458617,0.03773482368845862
d_population_EFConsPerCap,0.0003736655492355936,0.03736655492355936
carbon_EFImportsTotGHA,0.0003694750114614063,0.03694750114614063
population_EFImportsPerCap,0.00035671214687620003,0.03567121468762
population_EFExportsPerCap,0.0003551687505645968,0.03551687505645968
d_population_EFExportsPerCap,0.00034420914865586734,0.03442091486558673
crop_land_EFExportsPerCap_lag1,0.000344016327339455,0.0344016327339455
d_carbon_EFConsTotGHA,0.0003431247930863124,0.03431247930863124
crop_land_EFProdTotGHA,0.0003405194778921771,0.03405194778921771
protected_pct,0.00033666420202511514,0.03366642020251152
fishing_ground_EFImportsTotGHA_lag1,0.0003348625885451332,0.03348625885451332
d_population_BiocapTotGHA,0.00033276121742441343,0.03327612174244134
d_crop_land_BiocapTotGHA,0.0003264800276334436,0.032648002763344355
grazing_land_EFProdPerCap_lag1,0.00031269835493056994,0.031269835493056994
d_population_EFImportsPerCap,0.00030607596325432645,0.030607596325432647
population_EFProdPerCap_lag1,0.00030108221405567394,0.030108221405567393
fishing_ground_BiocapPerCap_lag1,0.0002986141450364587,0.02986141450364587
forest_land_EFConsTotGHA_lag1,0.0002874921649080096,0.02874921649080096
d_crop_land_EFExportsTotGHA,0.0002851702589510163,0.02851702589510163
total_EFConsTotGHA_lag1,0.00028350301544109187,0.028350301544109186
population_EFConsTotGHA,0.00028206841065334755,0.028206841065334755
d_grazing_land_BiocapTotGHA,0.0002727109905977865,0.027271099059778647
population_EFConsPerCap,0.00026910331416978993,0.026910331416978992
population_BiocapTotGHA,0.0002644059448694916,0.026440594486949163
population_EFProdPerCap,0.00025180869248322594,0.025180869248322593
population_EFProdTotGHA_lag1,0.0002443660446209293,0.024436604462092927
grazing_land_BiocapPerCap_lag1,0.00023184718480163,0.023184718480163
d_population_EFExportsTotGHA,0.00023137403405073663,0.023137403405073663
d_population_EFProdTotGHA,0.00023082257637655105,0.023082257637655104
built_up_land_EFConsTotGHA,0.00023054582053399068,0.023054582053399067
population_EFImportsTotGHA_lag1,0.0002280421816410555,0.02280421816410555
grazing_land_EFExportsTotGHA_lag1,0.0002190496910045539,0.02190496910045539
d_forest_land_EFImportsTotGHA,0.00021749981376571254,0.021749981376571255
population_BiocapPerCap,0.00020963671905978415,0.020963671905978414
d_total_EFImportsTotGHA,0.0002087903607152663,0.02087903607152663
grazing_land_EFConsPerCap,0.0002060235390361224,0.02060235390361224
fishing_ground_EFProdTotGHA_lag1,0.00020140301587656917,0.020140301587656916
built_up_land_EFProdTotGHA_lag1,0.00019378423420173143,0.01937842342017314
grazing_land_EFProdTotGHA_lag1,0.00018770051770070415,0.018770051770070413
d_forest_land_EFConsTotGHA,0.00018288509023314844,0.018288509023314845
grazing_land_EFProdPerCap,0.00017995760430357675,0.017995760430357676
fishing_ground_EFConsTotGHA,0.00017789462018939181,0.017789462018939182
crop_land_EFExportsPerCap,0.0001740442454174912,0.01740442454174912
grazing_land_EFConsTotGHA,0.00017382786821967006,0.017382786821967006
total_EFImportsTotGHA_lag1,0.00016235905195133624,0.016235905195133623
population_EFConsTotGHA_lag1,0.00015666857327970558,0.015666857327970556
d_total_BiocapTotGHA,0.000152935455684598,0.0152935455684598
d_total_BiocapPerCap,0.00014994436063588498,0.014994436063588497
d_carbon_EFImportsTotGHA,0.0001454931458341724,0.01454931458341724
grazing_land_EFConsPerCap_lag1,0.00014396046700326112,0.014396046700326112
d_forest_land_EFProdTotGHA,0.0001399277549680293,0.013992775496802931
d_total_EFConsTotGHA,0.0001380331675761848,0.013803316757618481
d_fishing_ground_EFProdTotGHA,0.00013481760909996835,0.013481760909996834
d_built_up_land_EFConsTotGHA,0.00013287227661629608,0.013287227661629607
d_crop_land_EFConsTotGHA,0.00013061408047170385,0.013061408047170386
fishing_ground_EFExportsTotGHA_lag1,0.00012995474209772357,0.012995474209772357
fishing_ground_EFProdTotGHA,0.00011843250660617885,0.011843250660617885
forest_land_EFConsPerCap,0.00011726539776044594,0.011726539776044594
forest_land_EFConsTotGHA,0.00011690267359062411,0.01169026735906241
d_Percapita GDP (2010 USD)_EFImportsTotGHA,0.00011564981890606189,0.011564981890606188
d_forest_land_BiocapTotGHA,0.00010844436255063194,0.010844436255063193
fishing_ground_EFConsTotGHA_lag1,0.00010243887682638914,0.010243887682638914
built_up_land_BiocapTotGHA,9.865568647911098e-05,0.009865568647911098
fishing_ground_EFExportsPerCap_lag1,8.48689104100563e-05,0.008486891041005631
d_grazing_land_EFProdTotGHA,8.42142572429652e-05,0.00842142572429652
fishing_ground_EFExportsTotGHA,8.404816065417327e-05,0.008404816065417327
crop_land_EFExportsTotGHA,8.074258217290955e-05,0.008074258217290955
built_up_land_BiocapTotGHA_lag1,7.79556100634671e-05,0.007795561006346711
carbon_EFConsTotGHA_lag1,7.761404518814133e-05,0.0077614045188141335
grazing_land_EFExportsTotGHA,7.690174241131445e-05,0.007690174241131445
d_fishing_ground_EFConsTotGHA,7.457355938634113e-05,0.007457355938634113
fishing_ground_EFConsPerCap,7.223063717130016e-05,0.007223063717130015
crop_land_EFImportsTotGHA_lag1,6.678578790932382e-05,0.006678578790932382
fishing_ground_EFProdPerCap_lag1,5.993483592455569e-05,0.005993483592455569
d_fishing_ground_BiocapTotGHA,5.7457613806934644e-05,0.005745761380693464
d_grazing_land_EFConsTotGHA,4.924426513265343e-05,0.004924426513265343
d_built_up_land_BiocapTotGHA,4.467700161951291e-05,0.004467700161951291
population_EFExportsTotGHA_lag1,4.43150132136729e-05,0.00443150132136729
d_built_up_land_EFProdTotGHA,4.204338831484634e-05,0.004204338831484634
d_fishing_ground_EFImportsTotGHA,3.8012330800002145e-05,0.0038012330800002146
d_forest_land_EFExportsTotGHA,2.2207162971137327e-05,0.0022207162971137327
d_protected_pct,1.144442319263961e-05,0.001144442319263961
