iso3,target,model,MAE
MKD,co2_pc,RF-lag,0.2902605175999978
MLI,co2_pc,ARIMA,0.2228525766333603
MLI,co2_pc,RF-lag,0.03351734835000002
MLT,co2_pc,ARIMA,0.6155326511427066
MLT,co2_pc,RF-lag,0.3801681648999976
MMR,co2_pc,ARIMA,0.04229384639684539
MMR,co2_pc,RF-lag,0.03972995515000002
MNG,co2_pc,ARIMA,3.3054960819263948
MNG,co2_pc,RF-lag,2.837709146099999
MOZ,co2_pc,ARIMA,0.17643638644235388
MOZ,co2_pc,RF-lag,0.041868884981000005
MRT,co2_pc,ARIMA,0.05878526931462428
MRT,co2_pc,RF-lag,0.0902411494800002
MUS,co2_pc,ARIMA,5.62410076868059
MUS,co2_pc,RF-lag,0.5238526710000009
MWI,co2_pc,ARIMA,0.005340179630976704
MWI,co2_pc,RF-lag,0.0031841849399999954
MYS,co2_pc,ARIMA,233.39426287360953
MYS,co2_pc,RF-lag,0.7479099149999905
NAM,co2_pc,ARIMA,0.24523221189363653
NAM,co2_pc,RF-lag,0.29755768499999824
NER,co2_pc,ARIMA,0.04497471745077805
NER,co2_pc,RF-lag,0.008252447903999992
NGA,co2_pc,ARIMA,0.07026447121253081
NGA,co2_pc,RF-lag,0.12742546355999965
NIC,co2_pc,ARIMA,0.017274524116303834
NIC,co2_pc,RF-lag,0.026376653479999367
NLD,co2_pc,ARIMA,0.9784838578364395
NLD,co2_pc,RF-lag,0.7790670550000023
NOR,co2_pc,ARIMA,0.3923501025397108
NOR,co2_pc,RF-lag,0.2922297220000015
NPL,co2_pc,ARIMA,0.6206411496783069
NPL,co2_pc,RF-lag,0.053850259212
NZL,co2_pc,ARIMA,0.47364709336474037
NZL,co2_pc,RF-lag,0.18518518710000054
OMN,co2_pc,ARIMA,1.2137361246943783
OMN,co2_pc,RF-lag,4.421105478999993
PAK,co2_pc,ARIMA,0.0828759312031128
PAK,co2_pc,RF-lag,0.044166370400000245
PAN,co2_pc,ARIMA,0.3759425049257398
PAN,co2_pc,RF-lag,0.24412851349999834
PER,co2_pc,ARIMA,0.2914971743954317
PER,co2_pc,RF-lag,0.11427073469999993
PHL,co2_pc,ARIMA,0.21507014398415475
PHL,co2_pc,RF-lag,0.04729778438000012
PNG,co2_pc,ARIMA,0.08887330698722455
PNG,co2_pc,RF-lag,0.15316418112999947
POL,co2_pc,ARIMA,0.7793635369581324
POL,co2_pc,RF-lag,0.2511005980000055
PRK,co2_pc,ARIMA,0.8570944406942747
PRK,co2_pc,RF-lag,0.48021899839999865
PRT,co2_pc,ARIMA,1.493280724450469
PRT,co2_pc,RF-lag,0.45982189130000045
PRY,co2_pc,ARIMA,0.08811686109378526
PRY,co2_pc,RF-lag,0.04659591192999972
PYF,co2_pc,ARIMA,0.17935507440658335
PYF,co2_pc,RF-lag,0.13775654759999786
QAT,co2_pc,ARIMA,5.850781032651173
QAT,co2_pc,RF-lag,5.1994662110000025
ROU,co2_pc,ARIMA,0.5073198241697753
ROU,co2_pc,RF-lag,0.38229223459999856
RUS,co2_pc,ARIMA,0.3260191512916336
RUS,co2_pc,RF-lag,0.6676241680000035
RWA,co2_pc,ARIMA,0.01292762250525666
RWA,co2_pc,RF-lag,0.006759998604000034
SEN,co2_pc,ARIMA,0.077854637
SEN,co2_pc,RF-lag,0.05820926644999994
SGP,co2_pc,ARIMA,0.25141890000000017
SGP,co2_pc,RF-lag,0.6924869480000122
SLE,co2_pc,ARIMA,0.038298478395107305
SLE,co2_pc,RF-lag,0.021840781562999987
SLV,co2_pc,ARIMA,0.0774957477662422
SLV,co2_pc,RF-lag,0.027612983099999953
SOM,co2_pc,ARIMA,0.0025702396011346475
SOM,co2_pc,RF-lag,0.012092200865000041
STP,co2_pc,ARIMA,0.10551573995797399
STP,co2_pc,RF-lag,0.060004496779999916
SUR,co2_pc,ARIMA,1.415617705421333
SVK,co2_pc,ARIMA,0.9281252826938271
SVK,co2_pc,RF-lag,0.8315350888999931
SVN,co2_pc,ARIMA,2.1624368335775292
SVN,co2_pc,RF-lag,0.48691789659999785
SWE,co2_pc,ARIMA,0.8442274507133328
SWE,co2_pc,RF-lag,0.967814899000004
SWZ,co2_pc,ARIMA,0.09272538720626247
SWZ,co2_pc,RF-lag,0.13346818709999986
SYR,co2_pc,ARIMA,0.9762196542581026
SYR,co2_pc,RF-lag,0.29364634770000064
TCD,co2_pc,ARIMA,0.04412249227394808
TCD,co2_pc,RF-lag,0.030628812297999887
TGO,co2_pc,ARIMA,0.05755301399999999
TGO,co2_pc,RF-lag,0.058210132299999995
THA,co2_pc,ARIMA,1.0442879598808443
THA,co2_pc,RF-lag,0.7758974899999986
TJK,co2_pc,ARIMA,0.36424120993804066
TJK,co2_pc,RF-lag,0.06661131682999992
TKM,co2_pc,ARIMA,0.71351265
TKM,co2_pc,RF-lag,2.0384321199999915
TLS,co2_pc,ARIMA,0.14947646575943735
TLS,co2_pc,RF-lag,0.12881431786000025
TON,co2_pc,ARIMA,0.064917513348283
TON,co2_pc,RF-lag,0.11664759999999993
TTO,co2_pc,ARIMA,1.0303011870199903
TTO,co2_pc,RF-lag,8.353407119999977
TUN,co2_pc,ARIMA,0.1767225511102551
TUN,co2_pc,RF-lag,0.2904520550000037
TUR,co2_pc,ARIMA,133.33669763158176
TUR,co2_pc,RF-lag,1.0451578369999996
TZA,co2_pc,ARIMA,0.053192335487740196
TZA,co2_pc,RF-lag,0.03470597820900005
UGA,co2_pc,ARIMA,0.021613532330025022
UGA,co2_pc,RF-lag,0.009769746463000028
UKR,co2_pc,ARIMA,4.177133812374698
UKR,co2_pc,RF-lag,0.45354587290000203
URY,co2_pc,ARIMA,0.25577585999999997
URY,co2_pc,RF-lag,0.2622557023999996
USA,co2_pc,ARIMA,1.5220167651674636
USA,co2_pc,RF-lag,0.658841406000003
UZB,co2_pc,ARIMA,0.6256511275818628
UZB,co2_pc,RF-lag,0.5817670984999963
VEN,co2_pc,ARIMA,0.30332481000000006
VEN,co2_pc,RF-lag,0.3609576957000004
VNM,co2_pc,ARIMA,3.734534631388608
VNM,co2_pc,RF-lag,0.4408588209999986
WSM,co2_pc,ARIMA,0.06816282284650099
WSM,co2_pc,RF-lag,0.07842788973999948
YEM,co2_pc,ARIMA,0.08891335219260829
YEM,co2_pc,RF-lag,0.10067343741000072
ZAF,co2_pc,ARIMA,0.3928056470356836
ZAF,co2_pc,RF-lag,0.2645304403999985
ZMB,co2_pc,ARIMA,0.07399434908740439
ZMB,co2_pc,RF-lag,0.022396101260000002
ZWE,co2_pc,ARIMA,0.08578917711882042
ZWE,co2_pc,RF-lag,0.07671003122000006
